cluster_id,timestamp,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_07,2025-12-11 17:00:00,23.67,22.96,64.0,54.44,130.59,28.71,198.86,6.77
cluster_08,2025-12-11 17:00:00,22.7,,62.81,57.82,132.04,29.02,197.09,6.82
cluster_09,2025-12-11 17:00:00,21.14,22.36,61.64,57.09,129.54,30.07,197.92,6.78
cluster_10,2025-12-11 17:00:00,22.17,,58.26,56.67,136.35,29.53,,6.82
cluster_01,2025-12-11 17:30:00,21.59,20.97,60.52,56.43,130.06,29.55,197.49,6.82
cluster_02,2025-12-11 17:30:00,20.17,20.79,60.94,59.17,133.09,30.2,199.73,6.7
cluster_03,2025-12-11 17:30:00,20.34,20.29,65.01,60.4,134.7,30.17,200.32,6.78
cluster_04,2025-12-11 17:30:00,20.63,20.32,11.73,58.89,679.61,30.64,199.72,6.85
cluster_05,2025-12-11 17:30:00,20.99,20.58,64.96,64.67,144.05,32.15,203.25,6.96
cluster_06,2025-12-11 17:30:00,21.76,23.28,58.46,47.57,118.68,27.64,191.21,6.74
cluster_07,2025-12-11 17:30:00,22.24,21.92,64.04,55.77,129.42,29.03,197.59,6.69
cluster_08,2025-12-11 17:30:00,20.45,21.4,60.11,57.18,135.04,29.83,200.87,6.74
cluster_09,2025-12-11 17:30:00,21.15,21.32,64.78,57.97,132.81,30.16,196.73,6.8
cluster_10,2025-12-11 17:30:00,21.04,21.66,59.88,58.03,135.55,30.87,201.8,6.78
cluster_01,2025-12-11 18:00:00,19.6,19.89,65.45,55.17,129.86,29.47,200.09,6.69
cluster_02,2025-12-11 18:00:00,20.37,19.74,63.98,58.72,134.47,30.41,202.85,6.77
cluster_03,2025-12-11 18:00:00,19.99,19.4,66.69,58.3,,30.71,,6.85
cluster_04,2025-12-11 18:00:00,20.91,19.62,62.87,60.77,137.26,30.18,198.22,6.92
cluster_05,2025-12-11 18:00:00,17.41,18.62,63.79,67.11,142.76,31.32,201.14,6.86
cluster_06,2025-12-11 18:00:00,22.22,22.77,66.09,46.83,122.25,27.44,192.62,6.66
cluster_07,2025-12-11 18:00:00,19.98,4.05,65.09,54.43,129.7,29.13,198.59,6.76
cluster_08,2025-12-11 18:00:00,20.28,20.7,63.65,56.33,132.7,29.54,201.67,6.85
cluster_09,2025-12-11 18:00:00,20.22,20.29,66.19,56.81,133.47,29.68,198.77,6.8
cluster_10,2025-12-11 18:00:00,19.08,20.21,64.63,58.78,137.06,29.22,198.1,6.7
cluster_01,2025-12-11 18:30:00,19.05,18.86,68.42,55.38,133.86,30.45,192.09,6.8
cluster_02,2025-12-11 18:30:00,18.65,18.94,70.0,58.09,134.36,-29.66,202.43,6.81
cluster_03,2025-12-11 18:30:00,19.16,17.77,348.01,60.63,138.11,30.16,197.45,6.88
cluster_04,2025-12-11 18:30:00,18.93,18.75,70.67,60.79,136.94,,204.37,6.84
cluster_05,2025-12-11 18:30:00,17.01,17.52,72.86,67.16,142.75,31.77,203.34,1.38
cluster_06,2025-12-11 18:30:00,21.24,22.35,68.32,48.16,595.72,27.31,195.0,6.68
cluster_07,2025-12-11 18:30:00,21.45,19.84,68.5,54.81,130.52,28.47,197.84,6.71
cluster_08,2025-12-11 18:30:00,20.4,19.89,-66.57,55.9,,,200.97,6.81
cluster_09,2025-12-11 18:30:00,19.42,19.02,66.74,57.71,133.57,30.38,202.04,6.81
cluster_10,2025-12-11 18:30:00,19.39,19.68,67.08,58.98,135.93,29.79,204.18,6.79
cluster_01,2025-12-11 19:00:00,18.43,19.16,72.24,55.05,131.67,29.51,200.64,6.83
cluster_02,2025-12-11 19:00:00,17.23,17.41,73.2,57.3,135.83,29.4,197.49,6.85
cluster_03,2025-12-11 19:00:00,20.21,17.55,71.71,58.13,134.95,30.22,199.81,6.8
cluster_04,2025-12-11 19:00:00,17.74,18.75,13.66,60.85,135.42,30.07,201.09,6.77
cluster_05,2025-12-11 19:00:00,16.94,17.03,75.55,66.47,142.81,31.84,204.82,6.8
cluster_06,2025-12-11 19:00:00,18.56,19.96,70.32,48.29,120.45,26.74,193.4,6.71
cluster_07,2025-12-11 19:00:00,18.84,20.45,68.65,54.41,130.46,29.19,198.45,6.74
cluster_08,2025-12-11 19:00:00,16.21,18.21,69.87,56.93,131.2,29.78,,6.83
cluster_09,2025-12-11 19:00:00,16.85,17.85,74.08,56.89,133.18,29.65,200.68,6.83
cluster_10,2025-12-11 19:00:00,16.94,17.81,71.74,58.35,135.33,30.6,196.78,6.76
cluster_01,2025-12-11 19:30:00,17.96,17.02,72.54,55.2,132.78,28.96,195.37,6.72
cluster_02,2025-12-11 19:30:00,17.5,17.62,69.61,58.77,666.24,30.19,201.36,6.77
cluster_03,2025-12-11 19:30:00,16.64,17.05,71.64,58.62,136.85,29.63,201.14,6.69
cluster_04,2025-12-11 19:30:00,16.55,17.15,74.83,59.51,137.04,30.29,200.08,34.42
cluster_05,2025-12-11 19:30:00,15.47,16.25,73.59,12.83,144.96,32.02,204.63,6.89
cluster_06,2025-12-11 19:30:00,19.68,20.28,75.17,49.66,121.96,27.31,197.6,6.72
cluster_07,2025-12-11 19:30:00,17.07,17.7,,54.25,130.05,28.94,196.52,6.71
cluster_08,2025-12-11 19:30:00,16.32,16.7,,55.19,130.57,30.13,199.02,6.7
cluster_09,2025-12-11 19:30:00,17.06,17.31,72.3,57.51,133.58,29.16,200.31,6.78
cluster_10,2025-12-11 19:30:00,16.37,16.27,75.57,60.26,134.58,29.5,202.04,6.83
cluster_01,2025-12-11 20:00:00,16.24,17.26,77.55,58.0,131.59,143.56,197.49,6.87
cluster_02,2025-12-11 20:00:00,16.16,15.74,77.45,59.52,130.44,5.93,201.36,6.7
cluster_03,2025-12-11 20:00:00,,15.57,70.94,57.66,136.1,30.43,204.19,6.82
cluster_04,2025-12-11 20:00:00,76.99,15.36,81.07,60.04,137.04,30.69,202.28,6.8
cluster_05,2025-12-11 20:00:00,15.73,14.61,76.66,65.81,142.66,30.6,199.95,6.87
cluster_06,2025-12-11 20:00:00,19.23,18.44,74.54,46.9,119.85,26.91,193.66,6.66
cluster_07,2025-12-11 20:00:00,16.06,16.07,76.46,277.2,131.36,28.7,198.4,6.75
cluster_08,2025-12-11 20:00:00,17.29,16.17,76.07,,133.32,29.73,197.66,6.84
cluster_09,2025-12-11 20:00:00,16.04,16.02,71.99,56.49,130.32,30.83,201.14,6.78
cluster_10,2025-12-11 20:00:00,16.38,15.28,79.79,56.82,133.44,30.23,199.92,6.87
cluster_01,2025-12-11 20:30:00,15.95,16.79,77.39,57.24,130.48,29.19,196.42,6.81
cluster_02,2025-12-11 20:30:00,15.81,15.31,392.47,58.71,134.73,30.04,197.17,6.84
cluster_03,2025-12-11 20:30:00,13.81,14.39,77.52,59.25,136.7,29.99,199.65,6.86
cluster_04,2025-12-11 20:30:00,15.82,15.02,74.87,61.38,137.46,30.91,198.69,6.87
cluster_05,2025-12-11 20:30:00,13.9,13.89,84.52,65.36,144.06,31.95,203.86,6.85
cluster_06,2025-12-11 20:30:00,17.14,17.4,75.57,49.66,120.07,26.96,192.41,6.74
cluster_07,2025-12-11 20:30:00,14.86,15.44,76.18,54.92,129.12,30.38,200.27,6.77
cluster_08,2025-12-11 20:30:00,15.51,14.54,79.39,56.2,133.61,29.54,197.12,6.79
cluster_09,2025-12-11 20:30:00,15.26,14.53,85.21,58.84,132.83,28.75,200.11,6.77
cluster_10,2025-12-11 20:30:00,15.41,15.34,72.59,58.52,135.29,30.25,199.48,6.86
cluster_01,2025-12-11 21:00:00,14.73,14.93,83.63,56.27,130.85,29.16,195.54,6.76
cluster_02,2025-12-11 21:00:00,14.56,15.23,78.35,57.61,135.98,31.08,201.8,6.77
cluster_03,2025-12-11 21:00:00,14.13,14.93,76.88,60.03,136.08,29.22,199.4,6.85
cluster_04,2025-12-11 21:00:00,14.66,13.97,79.35,60.12,137.23,30.12,199.83,6.91
cluster_05,2025-12-11 21:00:00,14.14,14.86,77.45,65.57,145.0,31.41,200.86,6.83
cluster_06,2025-12-11 21:00:00,15.12,15.58,86.03,50.48,120.62,27.98,193.3,6.72
cluster_07,2025-12-11 21:00:00,15.21,15.0,79.18,55.51,129.71,146.02,199.88,6.77
cluster_08,2025-12-11 21:00:00,14.71,15.43,84.15,57.9,131.85,30.13,199.23,6.83
cluster_09,2025-12-11 21:00:00,15.02,-14.67,81.77,56.13,132.09,,199.34,6.77
cluster_10,2025-12-11 21:00:00,13.99,14.48,76.98,61.11,26.21,29.95,200.29,6.86
cluster_01,2025-12-11 21:30:00,14.7,14.58,78.87,57.13,,30.24,200.08,6.77
cluster_02,2025-12-11 21:30:00,13.95,,83.27,58.64,134.94,29.91,202.45,6.74
cluster_03,2025-12-11 21:30:00,12.11,13.08,82.74,300.35,134.67,30.98,197.0,6.84
cluster_04,2025-12-11 21:30:00,13.65,13.89,80.28,61.27,136.37,29.8,201.16,6.86
cluster_05,2025-12-11 21:30:00,,12.16,79.87,65.6,142.32,31.53,206.22,6.86
cluster_06,2025-12-11 21:30:00,14.81,15.81,81.65,48.26,119.02,26.6,191.8,6.61
cluster_07,2025-12-11 21:30:00,14.26,15.14,79.37,54.98,129.92,29.02,201.03,6.7
cluster_08,2025-12-11 21:30:00,13.24,14.92,85.27,57.93,131.21,29.63,196.05,6.82
cluster_09,2025-12-11 21:30:00,13.38,14.32,,56.6,132.2,29.33,200.56,6.83
cluster_10,2025-12-11 21:30:00,12.87,15.23,79.71,59.36,134.63,30.41,1006.84,6.8
cluster_01,2025-12-11 22:00:00,12.99,13.24,79.16,55.63,129.74,29.06,197.74,6.82
cluster_02,2025-12-11 22:00:00,12.44,14.9,80.31,57.4,135.14,30.05,197.81,6.77
cluster_03,2025-12-11 22:00:00,12.84,12.92,81.63,303.75,136.95,30.88,201.47,
cluster_04,2025-12-11 22:00:00,12.24,13.62,85.12,61.38,139.27,30.56,202.81,6.75
cluster_05,2025-12-11 22:00:00,10.74,11.56,80.91,64.53,142.79,,,6.91
cluster_06,2025-12-11 22:00:00,15.07,14.85,86.72,9.55,119.12,26.42,192.73,6.66
cluster_07,2025-12-11 22:00:00,14.44,14.26,81.53,54.2,128.36,29.74,197.95,6.68
cluster_08,2025-12-11 22:00:00,13.85,13.01,78.79,56.67,129.28,29.63,196.88,6.79
cluster_09,2025-12-11 22:00:00,14.36,14.01,83.75,58.08,132.99,30.74,198.22,6.77
cluster_10,2025-12-11 22:00:00,13.79,14.92,83.58,57.91,135.93,149.85,198.21,6.78
cluster_01,2025-12-11 22:30:00,13.24,12.73,82.62,54.39,131.83,29.25,199.2,6.79
cluster_02,2025-12-11 22:30:00,14.58,12.87,83.97,57.95,133.02,29.53,198.35,6.79
cluster_03,2025-12-11 22:30:00,11.44,11.78,87.64,60.18,136.68,30.16,204.05,6.75
cluster_04,2025-12-11 22:30:00,12.32,12.22,84.35,60.01,138.07,29.79,201.67,6.79
cluster_05,2025-12-11 22:30:00,11.37,12.2,87.04,65.2,143.75,31.73,202.24,6.83
cluster_06,2025-12-11 22:30:00,14.86,13.51,79.58,47.63,122.64,26.51,,6.69
cluster_07,2025-12-11 22:30:00,13.23,13.32,84.57,56.69,129.97,29.73,197.48,6.8
cluster_08,2025-12-11 22:30:00,12.98,12.44,81.42,57.31,131.29,29.63,200.55,6.75
cluster_09,2025-12-11 22:30:00,12.78,12.14,87.46,57.26,133.83,30.71,196.72,6.83
cluster_10,2025-12-11 22:30:00,12.79,13.14,84.75,59.01,133.43,30.28,198.61,6.77
cluster_01,2025-12-11 23:00:00,12.16,13.31,86.99,57.01,130.43,29.29,198.04,6.83
cluster_02,2025-12-11 23:00:00,12.39,12.97,83.51,58.11,135.46,30.19,,6.77
cluster_03,2025-12-11 23:00:00,11.73,11.19,86.18,58.53,134.31,30.25,201.28,6.84
cluster_04,2025-12-11 23:00:00,11.46,11.53,87.2,58.84,136.8,30.29,201.04,6.89
cluster_05,2025-12-11 23:00:00,10.74,10.51,86.54,65.04,140.65,31.25,203.04,6.85
cluster_06,2025-12-11 23:00:00,13.87,,85.17,47.71,119.96,27.65,38.5,6.69
cluster_07,2025-12-11 23:00:00,12.53,12.92,86.64,54.51,130.47,28.99,194.74,6.73
cluster_08,2025-12-11 23:00:00,12.51,12.96,84.49,55.0,131.38,29.63,202.1,6.83
cluster_09,2025-12-11 23:00:00,11.67,12.08,87.38,57.42,133.67,30.29,200.7,6.8
cluster_10,2025-12-11 23:00:00,11.93,12.8,81.36,57.41,135.4,30.7,201.63,
cluster_01,2025-12-11 23:30:00,13.06,12.86,85.82,56.92,131.36,30.09,199.45,6.72
cluster_02,2025-12-11 23:30:00,10.69,12.67,88.66,57.11,133.3,29.94,200.35,6.68
cluster_03,2025-12-11 23:30:00,12.25,12.51,87.71,58.89,133.95,30.82,200.95,6.79
cluster_04,2025-12-11 23:30:00,12.32,11.86,84.11,61.63,135.94,31.15,201.06,6.82
cluster_05,2025-12-11 23:30:00,11.18,11.08,83.43,66.14,143.98,30.64,203.43,6.88
cluster_06,2025-12-11 23:30:00,13.02,14.73,83.91,48.14,121.49,27.26,191.37,6.81
cluster_07,2025-12-11 23:30:00,12.91,13.4,85.57,56.1,130.82,29.32,196.29,6.82
cluster_08,2025-12-11 23:30:00,,12.4,85.72,56.39,133.03,29.63,199.98,6.78
cluster_09,2025-12-11 23:30:00,11.62,12.19,82.6,57.17,132.97,,201.75,6.76
cluster_10,2025-12-11 23:30:00,12.28,12.76,82.93,59.69,134.11,30.46,196.67,6.87
cluster_01,2025-12-12 00:00:00,12.06,12.78,85.07,54.92,131.36,30.66,198.58,6.78
cluster_02,2025-12-12 00:00:00,12.26,,89.35,58.19,134.68,29.75,200.8,
cluster_03,2025-12-12 00:00:00,12.01,12.8,86.9,58.62,135.28,30.62,40.14,6.93
cluster_04,2025-12-12 00:00:00,11.29,11.91,81.23,59.9,138.27,30.89,202.2,6.83
cluster_05,2025-12-12 00:00:00,10.47,11.43,83.16,65.17,142.78,32.27,199.44,6.82
cluster_06,2025-12-12 00:00:00,12.58,13.18,,48.03,117.95,27.1,190.84,6.73
cluster_07,2025-12-12 00:00:00,69.77,14.14,87.69,54.15,130.84,28.69,197.22,6.78
cluster_08,2025-12-12 00:00:00,11.82,13.2,79.72,57.77,132.78,29.63,200.7,6.74
cluster_09,2025-12-12 00:00:00,12.53,12.97,82.15,57.7,133.16,30.88,196.87,6.82
cluster_10,2025-12-12 00:00:00,12.46,12.33,86.82,58.25,133.98,30.52,199.28,6.81
cluster_01,2025-12-12 00:30:00,13.26,12.45,83.48,,130.75,29.07,195.53,6.72
cluster_02,2025-12-12 00:30:00,11.25,11.8,89.7,56.82,133.82,30.34,200.52,1.37
cluster_03,2025-12-12 00:30:00,13.5,11.63,,60.63,134.79,30.67,200.1,6.85
cluster_04,2025-12-12 00:30:00,10.15,12.62,82.57,58.64,137.36,30.42,201.77,6.86
cluster_05,2025-12-12 00:30:00,9.73,11.91,85.19,64.88,142.83,30.96,205.04,6.97
cluster_06,2025-12-12 00:30:00,14.08,13.57,83.44,49.15,121.65,26.68,192.1,6.65
cluster_07,2025-12-12 00:30:00,13.59,13.4,84.6,54.98,129.48,,199.68,6.8
cluster_08,2025-12-12 00:30:00,12.73,12.4,81.41,55.08,132.95,29.63,198.35,6.75
cluster_09,2025-12-12 00:30:00,13.57,12.34,84.94,56.98,131.95,30.01,200.34,6.76
cluster_10,2025-12-12 00:30:00,11.68,11.92,86.79,61.03,135.52,29.38,206.23,6.74
cluster_01,2025-12-12 01:00:00,12.69,13.07,85.19,54.24,130.93,29.04,200.51,6.79
cluster_02,2025-12-12 01:00:00,12.17,12.51,87.01,,135.29,30.48,200.63,6.84
cluster_03,2025-12-12 01:00:00,12.35,11.76,80.67,58.55,136.06,30.15,199.01,6.79
cluster_04,2025-12-12 01:00:00,11.6,11.11,79.38,59.67,136.76,29.74,199.33,6.85
cluster_05,2025-12-12 01:00:00,11.25,11.81,82.34,66.92,141.64,31.19,203.68,6.85
cluster_06,2025-12-12 01:00:00,15.34,14.22,85.56,47.06,120.58,27.53,193.02,6.73
cluster_07,2025-12-12 01:00:00,12.49,12.4,84.76,55.86,127.62,28.77,196.22,6.85
cluster_08,2025-12-12 01:00:00,13.49,13.38,85.06,57.06,131.9,29.63,195.76,6.71
cluster_09,2025-12-12 01:00:00,13.34,11.75,82.14,58.63,133.0,30.17,202.87,6.83
cluster_10,2025-12-12 01:00:00,11.74,12.38,81.61,60.37,134.78,30.29,198.49,6.76
cluster_01,2025-12-12 01:30:00,13.18,12.83,81.63,54.5,,29.9,,6.74
cluster_02,2025-12-12 01:30:00,12.42,11.72,83.45,58.26,137.17,148.63,197.46,6.75
cluster_03,2025-12-12 01:30:00,11.63,12.52,82.24,60.64,135.12,31.04,202.23,6.8
cluster_04,2025-12-12 01:30:00,12.32,12.58,82.98,60.84,137.01,30.59,201.4,6.84
cluster_05,2025-12-12 01:30:00,,11.22,85.58,63.87,143.72,31.56,206.4,6.85
cluster_06,2025-12-12 01:30:00,13.06,14.33,84.82,46.48,119.93,26.64,195.41,6.69
cluster_07,2025-12-12 01:30:00,14.06,13.93,80.61,54.57,130.3,29.07,199.17,6.75
cluster_08,2025-12-12 01:30:00,14.11,14.39,83.12,58.0,,29.63,199.72,
cluster_09,2025-12-12 01:30:00,12.07,12.86,85.71,56.98,133.59,29.75,199.65,6.82
cluster_10,2025-12-12 01:30:00,12.12,13.01,81.86,58.25,,29.6,202.52,6.78
cluster_01,2025-12-12 02:00:00,13.55,14.03,84.19,55.76,130.01,29.75,194.88,6.75
cluster_02,2025-12-12 02:00:00,13.54,13.39,81.82,57.75,134.4,28.98,201.47,6.79
cluster_03,2025-12-12 02:00:00,13.46,12.0,,60.62,137.45,30.32,201.09,6.81
cluster_04,2025-12-12 02:00:00,12.2,12.16,84.38,60.53,,30.86,198.81,
cluster_05,2025-12-12 02:00:00,10.39,12.9,79.72,63.79,143.32,32.36,202.04,6.83
cluster_06,2025-12-12 02:00:00,14.98,14.46,80.39,49.36,120.23,27.45,190.37,1.34
cluster_07,2025-12-12 02:00:00,12.89,14.09,83.42,51.57,128.34,29.1,197.81,6.72
cluster_08,2025-12-12 02:00:00,13.41,13.88,84.65,58.45,133.53,29.63,200.02,6.83
cluster_09,2025-12-12 02:00:00,12.61,13.7,79.34,56.18,132.24,29.67,198.06,6.75
cluster_10,2025-12-12 02:00:00,12.46,12.77,78.67,58.45,133.72,29.32,198.84,6.8
cluster_01,2025-12-12 02:30:00,13.1,13.16,81.9,57.7,131.56,30.14,197.4,6.83
cluster_02,2025-12-12 02:30:00,11.96,14.08,80.24,56.89,134.1,30.55,202.62,6.8
cluster_03,2025-12-12 02:30:00,13.1,12.69,75.05,61.93,137.63,30.42,200.86,6.81
cluster_04,2025-12-12 02:30:00,12.91,12.8,,59.45,134.4,30.05,201.66,6.8
cluster_05,2025-12-12 02:30:00,14.08,12.15,75.85,66.26,141.32,31.89,203.1,6.98
cluster_06,2025-12-12 02:30:00,2.79,16.41,81.5,46.33,121.27,26.95,192.58,6.73
cluster_07,2025-12-12 02:30:00,13.98,14.21,76.08,,130.46,29.16,197.59,6.81
cluster_08,2025-12-12 02:30:00,13.24,,78.18,57.02,131.98,29.63,199.26,6.8
cluster_09,2025-12-12 02:30:00,13.1,14.1,80.73,57.23,133.72,29.82,199.08,6.82
cluster_10,2025-12-12 02:30:00,,13.87,80.53,59.21,136.11,30.12,201.13,6.87
cluster_01,2025-12-12 03:00:00,15.47,15.81,76.51,54.21,131.6,29.61,201.36,6.83
cluster_02,2025-12-12 03:00:00,13.85,14.12,79.46,58.46,,29.48,199.26,6.83
cluster_03,2025-12-12 03:00:00,13.31,14.25,77.85,58.51,136.44,29.67,199.01,6.87
cluster_04,2025-12-12 03:00:00,14.17,13.85,81.94,,135.82,31.35,200.1,6.87
cluster_05,2025-12-12 03:00:00,14.51,13.26,81.87,65.31,143.1,31.56,201.04,6.9
cluster_06,2025-12-12 03:00:00,16.05,15.95,76.84,47.97,123.07,26.83,192.84,6.77
cluster_07,2025-12-12 03:00:00,15.29,14.53,80.62,56.0,130.73,29.09,197.87,6.79
cluster_08,2025-12-12 03:00:00,14.34,,82.05,56.0,130.69,29.63,198.78,6.76
cluster_09,2025-12-12 03:00:00,16.54,15.48,75.26,56.52,132.65,29.43,198.48,6.83
cluster_10,2025-12-12 03:00:00,,14.33,77.7,59.52,135.97,,201.87,6.79
cluster_01,2025-12-12 03:30:00,16.01,15.02,82.66,55.98,130.52,29.1,199.83,6.81
cluster_02,2025-12-12 03:30:00,14.15,14.97,77.52,58.09,132.08,30.55,,6.85
cluster_03,2025-12-12 03:30:00,13.59,,77.94,59.57,137.56,30.39,202.9,6.83
cluster_04,2025-12-12 03:30:00,15.7,14.87,79.1,60.02,136.59,31.22,206.06,6.85
cluster_05,2025-12-12 03:30:00,13.31,14.14,-76.42,65.61,141.11,31.56,202.08,6.83
cluster_06,2025-12-12 03:30:00,17.29,16.38,79.56,51.95,117.82,26.99,189.42,6.7
cluster_07,2025-12-12 03:30:00,14.86,15.52,78.51,55.33,131.54,5.67,197.08,6.77
cluster_08,2025-12-12 03:30:00,16.4,14.85,77.02,56.95,131.31,29.63,200.45,6.83
cluster_09,2025-12-12 03:30:00,16.06,16.21,76.92,57.68,132.72,30.15,197.86,6.85
cluster_10,2025-12-12 03:30:00,14.69,14.3,73.27,59.36,136.74,30.42,202.25,6.7
cluster_01,2025-12-12 04:00:00,17.3,17.49,74.74,55.53,,29.38,197.03,6.73
cluster_02,2025-12-12 04:00:00,15.03,,77.54,58.49,133.56,28.96,196.64,6.77
cluster_03,2025-12-12 04:00:00,15.95,15.59,69.88,61.05,137.57,29.9,201.59,6.78
cluster_04,2025-12-12 04:00:00,15.22,15.47,71.8,60.25,139.01,31.38,200.68,6.81
cluster_05,2025-12-12 04:00:00,14.21,14.42,76.02,63.55,142.82,31.26,202.02,6.93
cluster_06,2025-12-12 04:00:00,16.69,18.21,76.63,47.81,120.83,27.28,191.41,6.78
cluster_07,2025-12-12 04:00:00,16.35,17.16,70.27,54.58,130.4,28.44,196.93,6.84
cluster_08,2025-12-12 04:00:00,16.61,16.72,70.22,55.19,132.0,29.63,197.45,6.74
cluster_09,2025-12-12 04:00:00,16.35,17.35,77.62,53.75,134.15,29.98,200.31,6.84
cluster_10,2025-12-12 04:00:00,15.63,17.29,,60.2,136.99,30.48,199.98,6.8
cluster_01,2025-12-12 04:30:00,16.62,17.08,73.39,55.28,129.49,29.85,197.95,6.77
cluster_02,2025-12-12 04:30:00,17.41,17.53,74.47,58.05,133.1,30.38,200.66,6.81
cluster_03,2025-12-12 04:30:00,-16.12,16.74,70.97,59.24,135.4,30.12,199.33,6.9
cluster_04,2025-12-12 04:30:00,17.04,17.13,71.9,59.23,136.39,30.76,198.31,6.88
cluster_05,2025-12-12 04:30:00,15.3,15.24,72.48,66.81,142.41,31.67,206.36,6.89
cluster_06,2025-12-12 04:30:00,19.6,19.55,,46.05,119.18,27.28,191.72,6.76
cluster_07,2025-12-12 04:30:00,17.15,17.92,73.1,53.06,641.24,28.84,194.2,6.76
cluster_08,2025-12-12 04:30:00,17.63,16.57,75.11,56.63,130.44,29.63,197.69,6.8
cluster_09,2025-12-12 04:30:00,16.59,16.78,72.92,57.17,130.4,29.76,195.66,-6.81
cluster_10,2025-12-12 04:30:00,18.5,17.17,70.88,59.12,134.2,29.38,204.86,6.79
cluster_01,2025-12-12 05:00:00,19.15,18.76,73.14,53.41,131.65,29.68,197.73,6.84
cluster_02,2025-12-12 05:00:00,19.8,18.62,67.64,57.53,133.27,148.49,200.78,6.82
cluster_03,2025-12-12 05:00:00,3.69,18.42,68.76,57.52,134.15,29.94,202.98,6.82
cluster_04,2025-12-12 05:00:00,17.49,17.79,70.25,59.46,134.85,30.69,200.83,6.82
cluster_05,2025-12-12 05:00:00,16.24,16.76,69.17,66.4,143.76,31.74,202.98,6.89
cluster_06,2025-12-12 05:00:00,20.66,20.63,74.65,47.82,120.97,27.34,190.89,6.68
cluster_07,2025-12-12 05:00:00,18.81,19.75,73.52,52.7,129.01,28.91,196.82,6.77
cluster_08,2025-12-12 05:00:00,18.61,18.65,73.17,56.83,131.47,29.63,197.09,6.78
cluster_09,2025-12-12 05:00:00,19.62,18.77,69.14,56.05,131.5,30.54,196.27,6.74
cluster_10,2025-12-12 05:00:00,17.13,17.33,73.0,57.83,138.06,29.6,198.74,6.8
cluster_01,2025-12-12 05:30:00,19.16,19.26,66.25,54.57,130.37,29.6,202.73,6.8
cluster_02,2025-12-12 05:30:00,19.45,18.92,69.57,58.93,134.28,30.26,199.66,6.88
cluster_03,2025-12-12 05:30:00,18.73,18.99,71.24,57.43,136.88,29.82,199.23,6.86
cluster_04,2025-12-12 05:30:00,18.41,18.35,64.39,61.18,136.89,31.22,202.17,6.77
cluster_05,2025-12-12 05:30:00,18.35,17.16,62.8,64.55,141.33,32.17,204.57,6.86
cluster_06,2025-12-12 05:30:00,20.73,20.86,70.47,,120.34,25.32,193.4,6.81
cluster_07,2025-12-12 05:30:00,19.63,20.3,67.2,54.49,130.36,29.67,197.02,6.76
cluster_08,2025-12-12 05:30:00,19.95,19.6,67.64,56.29,131.59,29.63,,
cluster_09,2025-12-12 05:30:00,16.92,18.99,69.38,55.81,,28.26,199.2,6.91
cluster_10,2025-12-12 05:30:00,18.85,18.39,69.79,59.18,134.49,29.28,200.33,6.78
cluster_01,2025-12-12 06:00:00,20.42,20.3,66.81,55.38,130.2,,199.15,6.89
cluster_02,2025-12-12 06:00:00,19.05,20.53,65.45,56.3,132.91,30.09,201.98,6.83
cluster_03,2025-12-12 06:00:00,20.04,,65.6,60.18,,31.35,199.08,6.8
cluster_04,2025-12-12 06:00:00,19.39,18.6,,59.19,135.99,30.73,204.13,6.78
cluster_05,2025-12-12 06:00:00,19.8,19.27,65.08,65.95,141.31,32.0,203.5,6.83
cluster_06,2025-12-12 06:00:00,23.23,20.83,61.04,47.77,118.98,26.69,192.69,6.72
cluster_07,2025-12-12 06:00:00,20.43,21.01,67.52,54.45,129.8,28.16,196.66,6.72
cluster_08,2025-12-12 06:00:00,18.98,20.68,62.98,57.88,131.3,29.63,196.81,6.72
cluster_09,2025-12-12 06:00:00,19.89,20.22,67.17,56.14,131.9,30.01,198.91,6.73
cluster_10,2025-12-12 06:00:00,18.76,19.57,66.4,,134.24,29.73,200.89,6.82
cluster_01,2025-12-12 06:30:00,22.03,21.06,60.47,54.15,131.14,29.8,199.45,6.81
cluster_02,2025-12-12 06:30:00,21.23,20.65,64.63,58.48,135.7,147.52,199.38,6.84
cluster_03,2025-12-12 06:30:00,20.99,20.17,57.09,56.87,136.01,,198.81,6.84
cluster_04,2025-12-12 06:30:00,20.05,21.0,61.44,61.84,137.24,29.93,199.46,6.77
cluster_05,2025-12-12 06:30:00,20.25,20.5,61.57,66.93,141.45,31.78,201.41,6.89
cluster_06,2025-12-12 06:30:00,23.44,4.73,59.05,48.87,119.08,27.05,191.6,6.66
cluster_07,2025-12-12 06:30:00,21.74,21.24,62.22,55.81,129.66,28.78,198.58,6.77
cluster_08,2025-12-12 06:30:00,20.45,21.43,63.79,54.62,133.17,29.63,197.5,6.74
cluster_09,2025-12-12 06:30:00,21.17,20.42,62.75,56.48,131.07,30.03,199.58,6.84
cluster_10,2025-12-12 06:30:00,21.08,21.64,62.01,58.54,134.42,30.36,197.8,6.82
cluster_01,2025-12-12 07:00:00,21.58,21.84,61.09,55.35,130.05,29.91,200.63,6.79
cluster_02,2025-12-12 07:00:00,23.17,21.53,52.6,59.04,134.09,,201.01,-6.81
cluster_03,2025-12-12 07:00:00,22.73,23.48,59.16,58.43,133.96,31.13,197.0,6.84
