cluster_id,timestamp,x,y,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_07,2025-12-11 11:00:00,35.3,70.4,28.6,28.1,50.8,56.5,133.0,28.2,201.3,6.8
cluster_08,2025-12-11 11:00:00,44.9,69.9,27.6,27.8,41.9,55.7,131.8,29.8,196.8,6.88
cluster_09,2025-12-11 11:00:00,66.9,75.4,27.6,27.4,44.5,57.7,133.2,29.3,202.7,6.77
cluster_10,2025-12-11 11:00:00,88.9,71.7,27.6,27.4,44.0,60.0,135.6,30.4,200.0,6.86
cluster_01,2025-12-11 11:30:00,8.0,32.2,28.5,28.3,44.4,54.2,130.7,29.0,195.2,6.86
cluster_02,2025-12-11 11:30:00,33.7,26.6,28.3,27.9,43.8,57.8,133.6,30.2,198.0,6.87
cluster_03,2025-12-11 11:30:00,44.5,19.5,27.6,27.3,44.0,60.3,135.6,29.7,200.4,6.84
cluster_04,2025-12-11 11:30:00,62.9,30.9,27.1,27.0,41.7,61.1,136.6,31.2,204.0,6.95
cluster_05,2025-12-11 11:30:00,91.6,28.3,26.3,26.5,43.6,65.4,143.5,31.4,204.3,6.88
cluster_06,2025-12-11 11:30:00,2.3,82.5,30.2,29.5,46.0,48.8,119.6,26.4,189.4,6.69
cluster_07,2025-12-11 11:30:00,35.3,70.4,28.3,28.2,42.5,55.9,130.7,29.4,198.7,6.68
cluster_08,2025-12-11 11:30:00,44.9,69.9,27.6,28.1,42.1,58.5,131.2,29.4,197.8,6.8
cluster_09,2025-12-11 11:30:00,66.9,75.4,27.8,27.5,46.3,56.0,132.6,29.8,196.3,6.72
cluster_10,2025-12-11 11:30:00,88.9,71.7,27.1,27.8,45.3,59.1,134.7,29.3,200.2,6.88
cluster_01,2025-12-11 12:00:00,8.0,32.2,28.2,28.4,45.2,54.9,130.6,28.9,201.3,6.76
cluster_02,2025-12-11 12:00:00,33.7,26.6,28.4,28.0,48.7,56.5,135.1,30.9,196.9,6.86
cluster_03,2025-12-11 12:00:00,44.5,19.5,27.7,27.5,41.4,59.4,136.4,31.0,199.7,6.76
cluster_04,2025-12-11 12:00:00,62.9,30.9,27.4,27.4,46.0,60.4,137.3,30.5,199.1,6.76
cluster_05,2025-12-11 12:00:00,91.6,28.3,25.8,26.5,47.0,65.4,143.6,31.5,202.9,6.94
cluster_06,2025-12-11 12:00:00,2.3,82.5,29.7,29.6,46.6,48.6,120.1,26.1,194.2,6.67
cluster_07,2025-12-11 12:00:00,35.3,70.4,28.4,28.4,41.0,55.8,130.2,29.9,199.7,6.82
cluster_08,2025-12-11 12:00:00,44.9,69.9,28.9,28.2,45.0,56.9,133.3,29.9,197.7,6.77
cluster_09,2025-12-11 12:00:00,66.9,75.4,27.5,27.6,41.7,58.5,133.2,29.1,199.3,6.77
cluster_10,2025-12-11 12:00:00,88.9,71.7,28.2,27.9,45.3,57.7,136.2,31.1,199.0,6.8
cluster_01,2025-12-11 12:30:00,8.0,32.2,28.6,28.4,46.5,57.8,131.4,29.6,201.1,6.77
cluster_02,2025-12-11 12:30:00,33.7,26.6,27.6,27.9,47.3,57.9,135.4,29.9,198.6,6.77
cluster_03,2025-12-11 12:30:00,44.5,19.5,27.6,27.5,45.7,60.4,136.0,30.4,200.3,6.83
cluster_04,2025-12-11 12:30:00,62.9,30.9,27.5,27.4,45.9,61.0,138.0,30.7,201.3,6.86
cluster_05,2025-12-11 12:30:00,91.6,28.3,26.7,26.4,45.1,65.8,143.9,30.4,205.0,7.0
cluster_06,2025-12-11 12:30:00,2.3,82.5,29.2,29.5,41.6,49.7,120.7,27.1,195.2,6.79
cluster_07,2025-12-11 12:30:00,35.3,70.4,27.8,28.2,45.8,56.8,129.6,29.2,196.9,6.82
cluster_08,2025-12-11 12:30:00,44.9,69.9,28.6,28.4,45.8,56.5,132.7,29.7,204.1,6.71
cluster_09,2025-12-11 12:30:00,66.9,75.4,27.5,27.6,47.2,54.9,132.7,29.3,199.3,6.75
cluster_10,2025-12-11 12:30:00,88.9,71.7,28.8,27.8,41.5,58.9,136.4,29.5,201.0,6.78
cluster_01,2025-12-11 13:00:00,8.0,32.2,28.2,28.1,48.9,58.0,131.0,29.0,197.1,6.75
cluster_02,2025-12-11 13:00:00,33.7,26.6,27.6,27.6,44.8,58.4,132.8,30.3,199.7,6.74
cluster_03,2025-12-11 13:00:00,44.5,19.5,27.5,27.5,41.9,59.5,135.4,30.6,199.9,6.85
cluster_04,2025-12-11 13:00:00,62.9,30.9,27.9,27.3,44.9,61.3,136.9,30.0,201.2,6.8
cluster_05,2025-12-11 13:00:00,91.6,28.3,26.7,26.2,48.4,66.5,144.8,31.5,202.4,6.81
cluster_06,2025-12-11 13:00:00,2.3,82.5,29.9,29.1,47.1,49.4,120.0,26.9,194.6,6.67
cluster_07,2025-12-11 13:00:00,35.3,70.4,28.8,28.1,44.9,55.4,129.3,28.5,197.6,6.81
cluster_08,2025-12-11 13:00:00,44.9,69.9,28.1,28.2,46.7,55.6,133.2,29.3,198.0,6.78
cluster_09,2025-12-11 13:00:00,66.9,75.4,27.5,27.5,43.9,60.3,132.9,30.0,198.3,6.82
cluster_10,2025-12-11 13:00:00,88.9,71.7,27.8,27.6,46.6,58.3,134.4,30.6,200.9,6.77
cluster_01,2025-12-11 13:30:00,8.0,32.2,28.3,27.7,44.0,56.1,132.8,29.6,199.1,6.73
cluster_02,2025-12-11 13:30:00,33.7,26.6,27.5,27.4,49.1,57.6,133.6,29.3,197.0,6.79
cluster_03,2025-12-11 13:30:00,44.5,19.5,27.4,27.1,46.4,59.2,135.8,31.0,198.0,6.89
cluster_04,2025-12-11 13:30:00,62.9,30.9,27.2,27.0,48.5,60.8,136.3,29.8,198.9,6.86
cluster_05,2025-12-11 13:30:00,91.6,28.3,26.3,26.1,45.2,65.8,142.3,32.1,207.0,6.87
cluster_06,2025-12-11 13:30:00,2.3,82.5,28.6,28.6,46.1,48.9,120.7,26.4,192.5,6.74
cluster_07,2025-12-11 13:30:00,35.3,70.4,27.8,27.7,47.2,55.7,129.6,29.0,199.4,6.79
cluster_08,2025-12-11 13:30:00,44.9,69.9,28.5,27.9,45.9,57.2,131.9,29.5,202.2,6.8
cluster_09,2025-12-11 13:30:00,66.9,75.4,27.9,27.2,44.6,59.1,134.0,31.0,198.4,6.74
cluster_10,2025-12-11 13:30:00,88.9,71.7,27.1,27.1,48.1,59.6,135.1,29.6,202.0,6.79
cluster_01,2025-12-11 14:00:00,8.0,32.2,27.0,27.2,51.9,56.9,128.6,29.4,199.3,6.75
cluster_02,2025-12-11 14:00:00,33.7,26.6,26.8,27.0,47.8,58.4,133.6,29.5,198.0,6.76
cluster_03,2025-12-11 14:00:00,44.5,19.5,27.1,26.5,44.9,58.7,136.0,29.7,199.2,6.86
cluster_04,2025-12-11 14:00:00,62.9,30.9,26.7,26.4,45.4,61.2,135.8,30.1,203.0,6.75
cluster_05,2025-12-11 14:00:00,91.6,28.3,25.6,25.8,47.6,66.9,142.7,31.3,206.7,6.76
cluster_06,2025-12-11 14:00:00,2.3,82.5,28.4,28.2,49.1,49.1,120.8,27.7,192.3,6.68
cluster_07,2025-12-11 14:00:00,35.3,70.4,27.7,27.5,48.8,54.7,130.1,28.5,200.8,6.78
cluster_08,2025-12-11 14:00:00,44.9,69.9,27.1,27.4,52.7,57.3,131.6,29.5,196.3,6.77
cluster_09,2025-12-11 14:00:00,66.9,75.4,26.9,27.0,47.5,57.3,133.4,29.9,199.4,6.79
cluster_10,2025-12-11 14:00:00,88.9,71.7,26.1,26.5,47.5,59.6,135.2,29.8,199.0,6.71
cluster_01,2025-12-11 14:30:00,8.0,32.2,26.6,26.5,45.2,56.6,132.3,28.6,198.8,6.72
cluster_02,2025-12-11 14:30:00,33.7,26.6,27.2,26.5,50.8,58.6,133.5,30.2,197.9,6.8
cluster_03,2025-12-11 14:30:00,44.5,19.5,25.8,25.9,53.1,58.1,133.8,30.2,201.7,6.86
cluster_04,2025-12-11 14:30:00,62.9,30.9,25.5,25.9,51.4,60.4,135.3,30.4,205.7,6.76
cluster_05,2025-12-11 14:30:00,91.6,28.3,25.2,25.2,47.3,65.2,142.2,31.6,203.1,6.89
cluster_06,2025-12-11 14:30:00,2.3,82.5,27.2,27.6,50.7,48.5,121.2,27.5,193.7,6.68
cluster_07,2025-12-11 14:30:00,35.3,70.4,26.5,26.7,51.7,53.7,127.9,29.4,199.0,6.82
cluster_08,2025-12-11 14:30:00,44.9,69.9,27.3,26.7,48.7,55.6,131.2,29.8,196.8,6.7
cluster_09,2025-12-11 14:30:00,66.9,75.4,26.4,26.7,50.0,57.6,133.8,29.3,198.2,6.84
cluster_10,2025-12-11 14:30:00,88.9,71.7,25.8,26.0,53.9,57.6,135.6,30.5,199.3,6.78
cluster_01,2025-12-11 15:00:00,8.0,32.2,25.9,25.7,50.6,59.4,132.5,30.1,197.2,6.78
cluster_02,2025-12-11 15:00:00,33.7,26.6,25.9,25.9,51.8,58.2,135.2,30.7,200.3,6.87
cluster_03,2025-12-11 15:00:00,44.5,19.5,24.8,25.1,52.7,59.5,136.4,30.0,201.3,6.82
cluster_04,2025-12-11 15:00:00,62.9,30.9,24.9,25.2,51.2,59.3,137.4,29.9,201.0,6.79
cluster_05,2025-12-11 15:00:00,91.6,28.3,25.2,24.5,50.9,64.8,142.6,31.2,202.7,6.9
cluster_06,2025-12-11 15:00:00,2.3,82.5,26.8,26.8,54.1,50.3,121.6,27.1,194.5,6.76
cluster_07,2025-12-11 15:00:00,35.3,70.4,26.5,26.1,47.8,54.3,128.2,28.4,197.4,6.87
cluster_08,2025-12-11 15:00:00,44.9,69.9,26.1,26.1,50.4,56.5,132.6,29.3,197.4,6.74
cluster_09,2025-12-11 15:00:00,66.9,75.4,26.5,25.9,51.2,57.8,132.9,29.5,196.4,6.79
cluster_10,2025-12-11 15:00:00,88.9,71.7,25.8,25.4,49.5,60.0,135.0,30.6,201.8,6.78
cluster_01,2025-12-11 15:30:00,8.0,32.2,24.6,25.0,54.0,57.4,129.2,30.2,197.0,6.74
cluster_02,2025-12-11 15:30:00,33.7,26.6,25.2,25.3,51.1,57.8,134.2,30.1,200.0,6.78
cluster_03,2025-12-11 15:30:00,44.5,19.5,24.1,24.2,53.0,60.0,134.9,29.5,201.0,6.84
cluster_04,2025-12-11 15:30:00,62.9,30.9,25.4,24.5,52.2,61.5,137.3,30.4,202.1,6.83
cluster_05,2025-12-11 15:30:00,91.6,28.3,23.9,23.7,49.9,64.4,144.1,31.8,198.8,6.88
cluster_06,2025-12-11 15:30:00,2.3,82.5,26.9,26.0,55.5,47.1,120.4,27.8,194.1,6.69
cluster_07,2025-12-11 15:30:00,35.3,70.4,25.1,25.4,51.7,55.0,129.1,28.9,200.3,6.72
cluster_08,2025-12-11 15:30:00,44.9,69.9,24.7,25.4,51.2,56.3,131.2,29.3,197.1,6.86
cluster_09,2025-12-11 15:30:00,66.9,75.4,25.7,25.1,51.3,56.9,132.8,29.7,199.7,6.75
cluster_10,2025-12-11 15:30:00,88.9,71.7,25.3,24.9,52.1,58.1,135.2,29.4,200.7,6.8
cluster_01,2025-12-11 16:00:00,8.0,32.2,24.6,24.2,55.6,56.1,130.9,29.0,198.3,6.79
cluster_02,2025-12-11 16:00:00,33.7,26.6,24.3,24.3,53.7,58.6,134.1,29.8,198.5,6.8
cluster_03,2025-12-11 16:00:00,44.5,19.5,23.5,23.3,57.5,59.7,134.8,30.4,198.7,6.88
cluster_04,2025-12-11 16:00:00,62.9,30.9,23.3,23.8,55.0,59.8,137.3,29.6,201.2,6.79
cluster_05,2025-12-11 16:00:00,91.6,28.3,22.6,22.8,54.0,63.9,141.3,31.5,201.0,6.85
cluster_06,2025-12-11 16:00:00,2.3,82.5,24.9,25.4,57.7,48.6,119.0,27.5,194.9,6.68
cluster_07,2025-12-11 16:00:00,35.3,70.4,24.6,24.7,55.9,55.0,130.0,28.5,193.2,6.82
cluster_08,2025-12-11 16:00:00,44.9,69.9,25.2,24.4,55.2,56.9,134.1,30.5,198.3,6.86
cluster_09,2025-12-11 16:00:00,66.9,75.4,24.0,24.2,54.0,57.7,132.0,29.5,201.4,6.85
cluster_10,2025-12-11 16:00:00,88.9,71.7,24.0,24.2,54.2,60.8,134.7,30.6,198.4,6.82
cluster_01,2025-12-11 16:30:00,8.0,32.2,23.6,23.3,56.1,55.3,130.8,29.1,200.7,6.7
cluster_02,2025-12-11 16:30:00,33.7,26.6,23.6,23.2,59.4,58.8,132.4,30.0,200.2,6.81
cluster_03,2025-12-11 16:30:00,44.5,19.5,22.7,22.4,55.7,59.4,134.2,31.5,200.3,6.75
cluster_04,2025-12-11 16:30:00,62.9,30.9,23.6,22.9,57.1,59.5,136.6,29.9,199.6,6.86
cluster_05,2025-12-11 16:30:00,91.6,28.3,21.6,21.9,54.5,65.6,141.7,31.1,201.3,6.78
cluster_06,2025-12-11 16:30:00,2.3,82.5,24.2,24.5,60.2,48.5,120.0,26.7,190.8,6.76
cluster_07,2025-12-11 16:30:00,35.3,70.4,24.1,23.7,58.9,56.9,129.5,29.1,194.7,6.77
cluster_08,2025-12-11 16:30:00,44.9,69.9,23.9,23.6,58.6,55.5,130.9,30.0,197.4,6.74
cluster_09,2025-12-11 16:30:00,66.9,75.4,22.9,23.2,55.1,57.3,132.8,30.2,201.0,6.7
cluster_10,2025-12-11 16:30:00,88.9,71.7,23.4,23.2,57.2,59.1,135.1,30.6,202.8,6.83
cluster_01,2025-12-11 17:00:00,8.0,32.2,22.5,22.4,59.4,54.6,129.8,29.5,199.4,6.8
cluster_02,2025-12-11 17:00:00,33.7,26.6,22.2,22.1,59.2,57.3,135.0,29.3,198.8,6.85
cluster_03,2025-12-11 17:00:00,44.5,19.5,21.5,21.5,60.9,58.8,134.1,29.3,196.3,6.8
cluster_04,2025-12-11 17:00:00,62.9,30.9,21.6,21.9,62.3,60.2,138.1,30.8,197.4,6.88
cluster_05,2025-12-11 17:00:00,91.6,28.3,20.8,20.9,61.2,65.8,144.0,32.3,204.3,6.9
cluster_06,2025-12-11 17:00:00,2.3,82.5,24.0,23.7,60.4,49.3,120.4,26.6,192.4,6.78
cluster_07,2025-12-11 17:00:00,35.3,70.4,23.1,22.6,64.2,55.0,131.2,28.8,198.9,6.76
cluster_08,2025-12-11 17:00:00,44.9,69.9,22.3,22.6,62.2,57.8,132.5,29.1,197.2,6.82
cluster_09,2025-12-11 17:00:00,66.9,75.4,21.8,22.1,59.4,57.3,129.8,29.8,197.7,6.78
cluster_10,2025-12-11 17:00:00,88.9,71.7,22.3,22.1,59.2,57.9,136.3,29.6,196.8,6.81
cluster_01,2025-12-11 17:30:00,8.0,32.2,21.4,21.3,61.4,56.4,130.4,29.5,197.6,6.82
cluster_02,2025-12-11 17:30:00,33.7,26.6,20.4,21.0,61.6,59.8,133.1,30.3,199.4,6.69
cluster_03,2025-12-11 17:30:00,44.5,19.5,20.2,20.5,62.8,60.3,134.5,30.2,201.0,6.78
cluster_04,2025-12-11 17:30:00,62.9,30.9,20.7,21.1,60.2,59.4,136.2,30.7,199.7,6.85
cluster_05,2025-12-11 17:30:00,91.6,28.3,20.7,19.9,63.8,65.4,143.6,32.1,203.4,6.95
cluster_06,2025-12-11 17:30:00,2.3,82.5,22.7,23.1,62.5,47.6,118.5,27.6,191.0,6.74
cluster_07,2025-12-11 17:30:00,35.3,70.4,21.7,22.0,64.3,56.1,128.3,29.1,197.6,6.69
cluster_08,2025-12-11 17:30:00,44.9,69.9,21.7,21.5,59.4,57.4,133.8,29.8,201.1,6.73
cluster_09,2025-12-11 17:30:00,66.9,75.4,21.6,21.1,64.5,57.6,132.5,30.2,196.8,6.79
cluster_10,2025-12-11 17:30:00,88.9,71.7,21.2,21.1,59.6,58.0,135.6,30.9,201.8,6.78
cluster_01,2025-12-11 18:00:00,8.0,32.2,19.7,20.2,63.8,55.4,130.1,29.7,199.9,6.68
cluster_02,2025-12-11 18:00:00,33.7,26.6,20.2,19.8,63.1,58.2,134.4,30.4,203.2,6.77
cluster_03,2025-12-11 18:00:00,44.5,19.5,19.6,19.6,65.5,58.4,135.2,30.6,203.5,6.84
cluster_04,2025-12-11 18:00:00,62.9,30.9,20.2,19.9,63.5,59.9,137.7,30.2,198.3,6.91
cluster_05,2025-12-11 18:00:00,91.6,28.3,18.7,18.9,61.5,67.3,142.2,31.3,201.3,6.85
cluster_06,2025-12-11 18:00:00,2.3,82.5,22.9,22.1,66.7,46.7,121.7,27.3,192.1,6.67
cluster_07,2025-12-11 18:00:00,35.3,70.4,19.8,21.0,64.9,54.4,129.0,29.0,198.8,6.76
cluster_08,2025-12-11 18:00:00,44.9,69.9,20.1,20.2,64.5,56.1,132.8,29.6,201.3,6.86
cluster_09,2025-12-11 18:00:00,66.9,75.4,20.1,20.0,65.0,56.1,133.1,29.6,198.7,6.8
cluster_10,2025-12-11 18:00:00,88.9,71.7,19.6,19.9,63.9,59.5,135.7,29.3,197.7,6.71
cluster_01,2025-12-11 18:30:00,8.0,32.2,19.2,19.1,69.3,54.7,133.0,30.3,192.6,6.8
cluster_02,2025-12-11 18:30:00,33.7,26.6,18.6,18.8,68.5,58.3,134.6,29.7,202.6,6.81
cluster_03,2025-12-11 18:30:00,44.5,19.5,18.8,18.6,70.2,60.5,137.8,30.3,197.7,6.88
cluster_04,2025-12-11 18:30:00,62.9,30.9,19.3,18.8,69.7,60.6,136.7,29.9,204.5,6.84
cluster_05,2025-12-11 18:30:00,91.6,28.3,17.7,18.0,70.3,67.2,143.4,31.9,203.4,6.9
cluster_06,2025-12-11 18:30:00,2.3,82.5,21.8,21.2,69.1,48.5,120.4,27.2,194.9,6.68
cluster_07,2025-12-11 18:30:00,35.3,70.4,21.1,20.0,65.8,54.5,131.2,28.5,197.7,6.72
cluster_08,2025-12-11 18:30:00,44.9,69.9,19.7,19.1,68.5,56.3,132.4,29.7,200.7,6.8
cluster_09,2025-12-11 18:30:00,66.9,75.4,18.9,19.0,69.3,57.4,133.7,30.4,202.4,6.8
cluster_10,2025-12-11 18:30:00,88.9,71.7,18.9,18.8,67.4,58.7,135.7,29.8,204.0,6.78
cluster_01,2025-12-11 19:00:00,8.0,32.2,18.2,18.1,70.9,55.5,132.1,29.2,200.6,6.84
cluster_02,2025-12-11 19:00:00,33.7,26.6,17.7,18.1,74.3,59.0,135.7,29.7,197.3,6.86
cluster_03,2025-12-11 19:00:00,44.5,19.5,18.0,17.7,71.6,58.7,135.4,30.2,199.5,6.79
cluster_04,2025-12-11 19:00:00,62.9,30.9,17.5,17.8,69.0,60.6,136.1,29.9,200.8,6.76
cluster_05,2025-12-11 19:00:00,91.6,28.3,16.5,17.0,75.2,65.7,142.9,31.9,205.0,6.8
cluster_06,2025-12-11 19:00:00,2.3,82.5,19.4,20.3,69.6,48.6,120.7,26.7,193.1,6.71
cluster_07,2025-12-11 19:00:00,35.3,70.4,19.4,18.9,69.0,53.5,129.9,29.3,198.7,6.75
cluster_08,2025-12-11 19:00:00,44.9,69.9,17.0,18.1,71.4,56.3,131.2,29.6,199.9,6.83
cluster_09,2025-12-11 19:00:00,66.9,75.4,17.7,18.0,73.1,57.5,132.9,29.6,200.6,6.83
cluster_10,2025-12-11 19:00:00,88.9,71.7,17.4,17.8,72.6,59.0,134.8,30.3,197.1,6.76
cluster_01,2025-12-11 19:30:00,8.0,32.2,17.0,17.3,71.3,55.0,132.5,28.9,194.8,6.72
cluster_02,2025-12-11 19:30:00,33.7,26.6,17.2,17.1,70.5,58.5,133.0,30.1,201.6,6.78
cluster_03,2025-12-11 19:30:00,44.5,19.5,16.4,16.7,73.2,58.9,136.1,29.6,201.3,6.7
cluster_04,2025-12-11 19:30:00,62.9,30.9,16.4,16.8,74.5,59.3,137.3,30.2,200.4,6.89
cluster_05,2025-12-11 19:30:00,91.6,28.3,16.3,16.1,72.7,64.2,144.1,31.9,205.1,6.9
cluster_06,2025-12-11 19:30:00,2.3,82.5,19.1,19.1,73.5,49.8,121.6,27.4,198.1,6.72
cluster_07,2025-12-11 19:30:00,35.3,70.4,17.9,18.1,71.5,54.0,130.6,29.0,195.9,6.71
cluster_08,2025-12-11 19:30:00,44.9,69.9,16.7,17.1,72.7,55.7,130.8,30.1,199.0,6.7
cluster_09,2025-12-11 19:30:00,66.9,75.4,16.7,16.9,71.5,57.4,133.5,29.2,200.7,6.79
cluster_10,2025-12-11 19:30:00,88.9,71.7,16.8,17.0,77.1,60.6,135.3,29.6,202.5,6.84
cluster_01,2025-12-11 20:00:00,8.0,32.2,16.3,16.6,76.8,57.7,131.9,28.6,197.6,6.87
cluster_02,2025-12-11 20:00:00,33.7,26.6,16.6,16.2,75.0,59.2,131.3,29.7,201.5,6.71
cluster_03,2025-12-11 20:00:00,44.5,19.5,15.6,15.7,71.7,58.1,136.3,30.4,203.2,6.8
cluster_04,2025-12-11 20:00:00,62.9,30.9,15.6,15.8,78.4,59.7,137.1,30.8,202.8,6.79
cluster_05,2025-12-11 20:00:00,91.6,28.3,15.8,15.2,73.7,65.4,142.6,30.8,200.2,6.86
cluster_06,2025-12-11 20:00:00,2.3,82.5,18.3,17.8,74.9,47.0,119.6,26.8,193.2,6.66
cluster_07,2025-12-11 20:00:00,35.3,70.4,16.3,16.8,76.3,55.3,131.8,28.5,198.7,6.75
cluster_08,2025-12-11 20:00:00,44.9,69.9,16.8,16.1,76.1,56.0,133.0,29.7,197.8,6.82
cluster_09,2025-12-11 20:00:00,66.9,75.4,16.3,16.1,74.6,57.1,130.9,30.8,201.1,6.78
cluster_10,2025-12-11 20:00:00,88.9,71.7,16.1,16.0,77.7,58.3,133.8,30.2,200.0,6.86
cluster_01,2025-12-11 20:30:00,8.0,32.2,15.8,15.8,77.8,56.9,130.0,29.0,196.1,6.8
cluster_02,2025-12-11 20:30:00,33.7,26.6,15.1,15.6,80.0,58.5,134.5,29.9,197.6,6.84
cluster_03,2025-12-11 20:30:00,44.5,19.5,14.4,14.7,75.3,59.1,136.0,29.9,199.8,6.86
cluster_04,2025-12-11 20:30:00,62.9,30.9,15.0,15.0,76.4,61.3,137.1,30.9,198.8,6.87
cluster_05,2025-12-11 20:30:00,91.6,28.3,14.1,14.4,82.8,65.3,143.6,32.1,203.7,6.84
cluster_06,2025-12-11 20:30:00,2.3,82.5,16.7,17.0,75.5,49.4,120.8,27.1,193.0,6.74
cluster_07,2025-12-11 20:30:00,35.3,70.4,15.7,15.9,77.7,54.7,129.0,30.2,199.6,6.75
cluster_08,2025-12-11 20:30:00,44.9,69.9,15.3,15.4,75.6,56.1,133.7,29.5,196.9,6.79
cluster_09,2025-12-11 20:30:00,66.9,75.4,14.6,15.3,81.5,58.4,133.1,28.8,200.1,6.77
cluster_10,2025-12-11 20:30:00,88.9,71.7,15.9,15.2,75.6,59.0,136.2,30.2,199.5,6.86
cluster_01,2025-12-11 21:00:00,8.0,32.2,15.7,15.1,80.8,56.0,130.6,29.3,195.7,6.75
cluster_02,2025-12-11 21:00:00,33.7,26.6,14.5,14.8,79.0,57.6,136.1,31.0,201.5,6.77
cluster_03,2025-12-11 21:00:00,44.5,19.5,14.1,14.1,78.9,60.5,135.8,29.2,199.3,6.84
cluster_04,2025-12-11 21:00:00,62.9,30.9,14.5,14.3,80.5,60.7,136.8,30.2,199.5,6.9
cluster_05,2025-12-11 21:00:00,91.6,28.3,13.2,13.2,76.5,65.2,145.2,31.3,201.2,6.84
cluster_06,2025-12-11 21:00:00,2.3,82.5,15.5,16.2,81.7,50.6,120.2,27.9,193.1,6.71
cluster_07,2025-12-11 21:00:00,35.3,70.4,14.7,15.1,76.5,55.6,129.6,29.3,200.0,6.77
cluster_08,2025-12-11 21:00:00,44.9,69.9,14.8,14.9,82.3,58.0,131.7,30.0,199.5,6.83
cluster_09,2025-12-11 21:00:00,66.9,75.4,15.0,14.5,82.0,56.9,131.4,29.3,199.5,6.76
cluster_10,2025-12-11 21:00:00,88.9,71.7,13.6,14.6,77.8,60.4,132.1,30.0,200.6,6.85
cluster_01,2025-12-11 21:30:00,8.0,32.2,14.2,14.5,82.1,57.5,131.7,30.2,200.6,6.78
cluster_02,2025-12-11 21:30:00,33.7,26.6,14.5,14.2,81.8,58.5,135.6,29.8,203.0,6.74
cluster_03,2025-12-11 21:30:00,44.5,19.5,13.0,13.2,81.1,60.0,134.7,30.9,196.7,6.84
cluster_04,2025-12-11 21:30:00,62.9,30.9,13.3,13.8,78.6,62.2,136.6,29.9,201.2,6.85
cluster_05,2025-12-11 21:30:00,91.6,28.3,12.5,12.4,80.9,65.2,143.2,31.4,205.8,6.86
cluster_06,2025-12-11 21:30:00,2.3,82.5,15.5,15.4,81.0,47.9,120.1,26.8,191.6,6.62
cluster_07,2025-12-11 21:30:00,35.3,70.4,14.9,14.4,80.0,54.9,129.4,29.0,201.6,6.69
cluster_08,2025-12-11 21:30:00,44.9,69.9,13.3,14.2,82.9,57.3,131.0,29.6,196.5,6.83
cluster_09,2025-12-11 21:30:00,66.9,75.4,13.6,13.7,77.5,57.4,131.9,29.4,200.6,6.83
cluster_10,2025-12-11 21:30:00,88.9,71.7,13.8,14.0,80.5,59.2,134.8,30.5,201.4,6.81
cluster_01,2025-12-11 22:00:00,8.0,32.2,13.6,13.6,80.7,56.0,129.9,29.1,197.4,6.81
cluster_02,2025-12-11 22:00:00,33.7,26.6,13.2,13.7,80.2,57.0,134.5,29.8,197.6,6.77
cluster_03,2025-12-11 22:00:00,44.5,19.5,13.1,12.7,80.1,60.5,137.3,30.7,200.9,6.8
cluster_04,2025-12-11 22:00:00,62.9,30.9,13.0,13.2,83.8,61.3,139.1,30.6,203.1,6.75
cluster_05,2025-12-11 22:00:00,91.6,28.3,10.7,11.8,82.7,65.2,142.6,32.9,205.6,6.9
cluster_06,2025-12-11 22:00:00,2.3,82.5,14.9,14.9,86.4,46.9,119.5,26.4,192.7,6.66
cluster_07,2025-12-11 22:00:00,35.3,70.4,13.8,13.8,84.1,54.3,127.7,29.7,198.1,6.7
cluster_08,2025-12-11 22:00:00,44.9,69.9,14.3,13.7,79.6,57.2,129.7,29.6,196.8,6.79
cluster_09,2025-12-11 22:00:00,66.9,75.4,13.2,13.3,83.1,58.5,132.9,31.0,198.2,6.76
cluster_10,2025-12-11 22:00:00,88.9,71.7,13.7,13.3,85.9,57.3,136.1,30.0,198.4,6.79
cluster_01,2025-12-11 22:30:00,8.0,32.2,13.0,13.0,82.4,55.1,131.9,29.4,199.0,6.79
cluster_02,2025-12-11 22:30:00,33.7,26.6,13.9,13.1,84.3,58.2,133.8,29.6,198.1,6.79
cluster_03,2025-12-11 22:30:00,44.5,19.5,11.5,12.3,88.3,60.0,137.7,30.3,204.7,6.75
cluster_04,2025-12-11 22:30:00,62.9,30.9,13.1,12.7,83.9,61.2,137.9,30.0,202.1,6.78
cluster_05,2025-12-11 22:30:00,91.6,28.3,11.8,11.4,86.2,65.4,143.3,31.8,202.2,6.82
cluster_06,2025-12-11 22:30:00,2.3,82.5,14.3,14.5,80.2,47.8,121.9,26.6,195.1,6.68
cluster_07,2025-12-11 22:30:00,35.3,70.4,12.9,13.5,84.2,56.8,129.4,30.0,198.1,6.79
cluster_08,2025-12-11 22:30:00,44.9,69.9,13.5,13.2,81.3,56.7,131.2,29.7,201.1,6.76
cluster_09,2025-12-11 22:30:00,66.9,75.4,12.1,12.7,83.5,57.1,134.4,30.6,196.4,6.84
cluster_10,2025-12-11 22:30:00,88.9,71.7,12.9,13.1,83.1,59.4,133.5,30.2,198.6,6.77
cluster_01,2025-12-11 23:00:00,8.0,32.2,11.7,12.7,85.8,57.4,130.9,29.3,198.2,6.81
cluster_02,2025-12-11 23:00:00,33.7,26.6,12.6,12.6,83.9,58.0,135.1,30.3,201.9,6.77
